company,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,netIncome,interestExpense,costOfRevenue,researchAndDevelopment,sellingGeneralAndAdministrative,incomeBeforeTax,operatingCashflow,capitalExpenditures,cashflowFromFinancing,dividendPayout,changeInReceivables,changeInInventory,cashflowFromInvestment,totalAssets,totalLiabilities,totalCurrentAssets,totalCurrentLiabilities,cashAndShortTermInvestments,inventory,currentNetReceivables,propertyPlantEquipment,goodwill,intangibleAssets
Amazon,30-09-2015,25358000000,8603000000,406000000,79000000,116000000,16755000000,159000000,463000000,240000000,2610000000,1195000000,-730000000,0,-588000000,-1537000000,-1377000000,56230000000,43800000000,28849000000,26657000000,10709000000,8981000000,5440000000,20636000000,3529000000,3529000000
Amazon,31-12-2015,35747000000,11406000000,1109000000,482000000,115000000,24341000000,167000000,390000000,934000000,8812000000,1309000000,-1690000000,0,-1178000000,-1343000000,-1850000000,64747000000,51363000000,35705000000,33887000000,15890000000,10243000000,5654000000,21838000000,3759000000,992000000
Amazon,31-03-2016,29128000000,10262000000,1071000000,513000000,117000000,18866000000,161000000,497000000,988000000,-1953000000,1179000000,-996000000,0,412000000,769000000,-693000000,61128000000,46372000000,30513000000,28187000000,12470000000,9582000000,5072000000,23308000000,3785000000,3785000000
Amazon,30-06-2016,30404000000,11224000000,1285000000,857000000,116000000,19180000000,160000000,580000000,1164000000,3578000000,1711000000,-1152000000,0,-1184000000,-57000000,-2439000000,65076000000,48538000000,32220000000,29587000000,12521000000,9588000000,6092000000,25190000000,3774000000,3774000000
Amazon,30-09-2016,32714000000,11454000000,575000000,252000000,118000000,21260000000,160000000,639000000,481000000,4659000000,1841000000,-1000000000,0,-671000000,-1095000000,-2570000000,70897000000,53115000000,35609000000,33498000000,13656000000,10696000000,6566000000,27177000000,3815000000,3815000000
Amazon,31-12-2016,43741000000,-18922000000,1255000000,749000000,133000000,62663000000,999000000,717000000,1166000000,10652000000,2006000000,-256000000,0,-1924000000,-1043000000,-4174000000,83402000000,64117000000,45781000000,43816000000,19334000000,11461000000,8339000000,29114000000,3784000000,854000000
Amazon,31-03-2017,35714000000,13274000000,1005000000,724000000,139000000,22440000000,4402000000,795000000,953000000,-1619000000,2148000000,-888000000,0,994000000,947000000,-1350000000,80969000000,59295000000,39460000000,37399000000,15440000000,10600000000,7329000000,32632000000,3823000000,3823000000
Amazon,30-06-2017,37955000000,14504000000,628000000,197000000,143000000,23451000000,145000000,874000000,664000000,3850000000,3113000000,-1274000000,0,-1242000000,-682000000,-5274000000,87781000000,64567000000,41007000000,40520000000,13203000000,11510000000,8046000000,37083000000,4254000000,4254000000
Amazon,30-09-2017,43744000000,16195000000,347000000,256000000,228000000,27549000000,128000000,960000000,314000000,3777000000,3074000000,14662000000,0,-1757000000,-1593000000,-18478000000,1.15267E+11,90609000000,48578000000,47072000000,12767000000,13711000000,10557000000,45335000000,13271000000,13271000000
Amazon,31-12-2017,60453000000,21959000000,2127000000,1857000000,339000000,38494000000,221000000,1044000000,1872000000,12344000000,4933000000,-2647000000,0,-2781000000,-2255000000,-2032000000,1.3131E+11,1.03601E+11,60197000000,57883000000,20522000000,16047000000,13164000000,48866000000,13350000000,3371000000
Amazon,31-03-2018,51042000000,20307000000,1927000000,1629000000,330000000,30735000000,5968000000,1067000000,1916000000,-1791000000,3098000000,-2164000000,0,1029000000,2220000000,-533000000,1.26362E+11,94899000000,50829000000,48045000000,16676000000,13840000000,12026000000,52331000000,13388000000,13388000000
Amazon,30-06-2018,52886000000,22254000000,2983000000,2534000000,343000000,30632000000,6432000000,1111000000,2608000000,7449000000,3243000000,-1394000000,0,-1365000000,-1090000000,-2692000000,1.341E+11,99105000000,54481000000,50801000000,19823000000,14824000000,12607000000,54768000000,13944000000,13944000000
Amazon,30-09-2018,56576000000,23573000000,3724000000,2883000000,358000000,33003000000,6303000000,1041000000,3391000000,8588000000,3352000000,-2369000000,0,-2884000000,-1094000000,-5572000000,1.43695E+11,1.0457E+11,59885000000,55324000000,20425000000,15862000000,14258000000,58019000000,14553000000,14553000000
Amazon,31-12-2018,72383000000,27597000000,3786000000,3027000000,387000000,44786000000,1452000000,1117000000,3350000000,16477000000,3734000000,-1761000000,,-1395000000,-1350000000,-3572000000,1.62648E+11,1.19099E+11,75101000000,68391000000,31750000000,17174000000,16677000000,61797000000,14548000000,4110000000
Amazon,31-03-2019,59700000000,25780000000,4420000000,3561000000,366000000,33920000000,6841000000,1173000000,4397000000,1846000000,3290000000,-2377000000,,-401000000,719000000,-8123000000,1.78102E+11,1.29692E+11,69431000000,63695000000,23115000000,16432000000,15979000000,61048000000,14708000000,
Amazon,30-06-2019,63404000000,27067000000,3084000000,2625000000,383000000,36337000000,7910000000,1270000000,2882000000,9118000000,3562000000,-2158000000,,-2193000000,-2100000000,-7549000000,1.91351E+11,1.3829E+11,76790000000,69678000000,22616000000,18580000000,16747000000,64723000000,14727000000,
Amazon,30-09-2019,69981000000,28679000000,3020000000,2134000000,396000000,41302000000,8022000000,1348000000,2628000000,7892000000,4697000000,-1960000000,,-1182000000,-381000000,-5074000000,1.99099E+11,1.42591E+11,79054000000,72136000000,23255000000,18766000000,16887000000,67662000000,14734000000,
Amazon,31-12-2019,87436000000,21267000000,3880000000,3268000000,455000000,66169000000,9740000000,7583000000,4054000000,19659000000,5312000000,-3571000000,,-3905000000,-1516000000,-3536000000,2.25248E+11,1.63188E+11,96334000000,87812000000,36092000000,20497000000,20816000000,72705000000,14754000000,4049000000
Amazon,31-03-2020,75452000000,31195000000,3989000000,2535000000,402000000,44257000000,7993000000,1452000000,3279000000,3064000000,6795000000,-2591000000,,1262000000,1392000000,-8894000000,2.21238E+11,1.55966E+11,85985000000,79711000000,27201000000,18857000000,17836000000,77779000000,14739000000,
Amazon,30-06-2020,88912000000,36252000000,5843000000,5243000000,403000000,52660000000,8945000000,1580000000,6227000000,20606000000,7459000000,7408000000,,-2854000000,-672000000,-17804000000,2.58314E+11,1.84586E+11,1.10908E+11,93896000000,37466000000,19599000000,19918000000,86517000000,14751000000,
Amazon,30-09-2020,96145000000,39039000000,6194000000,6331000000,428000000,57106000000,9334000000,1668000000,6900000000,11964000000,11063000000,-4105000000,,-2016000000,-3899000000,-15876000000,2.82179E+11,1.99404E+11,1.12969E+11,1.01912E+11,29930000000,23735000000,20832000000,99981000000,14960000000,
Amazon,31-12-2020,1.25555E+11,46271000000,6873000000,7222000000,414000000,79284000000,5242000000,1968000000,7765000000,30431000000,14823000000,-1816000000,,-4561000000,329000000,-17037000000,3.21195E+11,2.27791E+11,1.32733E+11,1.26385E+11,42122000000,23795000000,24542000000,1.50667E+11,15017000000,4981000000
Amazon,31-03-2021,1.08518E+11,46115000000,8865000000,8107000000,399000000,62403000000,10584000000,1987000000,10263000000,4213000000,12082000000,-3476000000,,-2255000000,-304000000,-8666000000,3.23077E+11,2.19757E+11,1.21408E+11,1.15404E+11,33834000000,23849000000,24289000000,1.60789E+11,15220000000,
Amazon,30-06-2021,1.1308E+11,48904000000,7702000000,7778000000,435000000,64176000000,11794000000,2158000000,8646000000,12715000000,14288000000,15643000000,,-4462000000,-209000000,-22080000000,3.60319E+11,2.45516E+11,1.40848E+11,1.17792E+11,40380000000,24119000000,26835000000,1.76848E+11,15350000000,
Amazon,30-09-2021,1.10812E+11,47882000000,4852000000,3156000000,493000000,62930000000,12097000000,2153000000,4311000000,7313000000,15748000000,-2776000000,,-4890000000,-7059000000,-14828000000,3.82406E+11,2.61842E+11,1.38531E+11,1.23994E+11,29944000000,30933000000,28610000000,1.99303E+11,15345000000,
Amazon,31-12-2021,1.37412E+11,54577000000,3460000000,14323000000,482000000,82835000000,2001000000,2525000000,14934000000,22086000000,18935000000,-3100000000,,-6556000000,-1915000000,-12580000000,4.20549E+11,2.82304E+11,1.6158E+11,1.42266E+11,36220000000,32640000000,32891000000,2.16363E+11,15371000000,5107000000
Amazon,31-03-2022,1.16444E+11,49945000000,3669000000,-3844000000,472000000,66499000000,12270000000,2594000000,-5266000000,-2790000000,14951000000,1990000000,,-1516000000,-2614000000,906000000,4.10767E+11,2.76766E+11,1.33876E+11,1.39508E+11,36393000000,34987000000,32504000000,2.24629E+11,20229000000,
Amazon,30-06-2022,1.21234E+11,54810000000,3317000000,-2028000000,584000000,66424000000,15468000000,2903000000,-2665000000,8965000000,15724000000,4626000000,,-6799000000,-3890000000,-12078000000,4.19728E+11,2.88326E+11,1.33667E+11,1.40291E+11,37478000000,38153000000,34804000000,2.32136E+11,20195000000,
Amazon,30-09-2022,1.27101E+11,56833000000,2525000000,2872000000,617000000,70268000000,16787000000,3061000000,2941000000,11404000000,16378000000,3016000000,,-4794000000,732000000,-15608000000,4.28362E+11,2.90873E+11,1.31463E+11,1.40363E+11,34947000000,36647000000,36154000000,2.39228E+11,20168000000,
Amazon,31-12-2022,1.49204E+11,63564000000,2547000000,278000000,694000000,85640000000,3653000000,3333000000,-962000000,29173000000,16592000000,86000000,,-8788000000,3180000000,-10821000000,4.62675E+11,3.16632E+11,1.46791E+11,1.55393E+11,53888000000,34405000000,42360000000,2.52838E+11,20288000000,6097000000
Amazon,31-03-2023,1.27358E+11,59567000000,4774000000,3172000000,823000000,67791000000,17420000000,3043000000,4120000000,4788000000,14207000000,6354000000,,1521000000,371000000,-15806000000,4.64378E+11,3.09852E+11,1.36221E+11,1.4757E+11,49343000000,34170000000,37646000000,2.59016E+11,22749000000,
Amazon,30-06-2023,1.34383E+11,65010000000,7681000000,6750000000,840000000,69373000000,18829000000,3202000000,7554000000,16476000000,11455000000,-6539000000,,-5167000000,-2373000000,-9673000000,4.77607E+11,3.09005E+11,1.40482E+11,1.48238E+11,49529000000,36587000000,39925000000,2.64116E+11,22785000000,
Amazon,30-09-2023,1.43083E+11,68061000000,11188000000,9879000000,806000000,75022000000,21203000000,2561000000,12189000000,21217000000,12479000000,-8948000000,,,808000000,-11753000000,4.86883E+11,3.0391E+11,1.42995E+11,1.45214E+11,49605000000,35406000000,43420000000,2.67226E+11,22749000000,
Amazon,31-12-2023,1.69961E+11,77408000000,13209000000,10624000000,713000000,92553000000,22038000000,3010000000,13686000000,42465000000,14588000000,-6746000000,,,2643000000,-12601000000,5.27854E+11,3.25979E+11,1.72351E+11,1.64917E+11,73387000000,33318000000,52253000000,,22789000000,7687000000
Amazon,31-03-2024,1.43313E+11,70680000000,15307000000,10431000000,644000000,72633000000,16960000000,2742000000,12898000000,18989000000,14925000000,-1256000000,,,1776000000,-17862000000,5.30969E+11,3.14308E+11,1.63989E+11,1.52965E+11,72852000000,31147000000,47768000000,,22770000000,
Amazon,30-06-2024,1.47977E+11,74192000000,14769000000,13485000000,589000000,73785000000,22304000000,3041000000,15245000000,25281000000,17620000000,-4490000000,,,-3085000000,-22138000000,5.54818E+11,3.18371E+11,1.73307E+11,1.58172E+11,71178000000,34109000000,50106000000,,22879000000,
