company,fiscalDateEnding,totalRevenue,grossProfit,operatingIncome,netIncome,interestExpense,costOfRevenue,researchAndDevelopment,sellingGeneralAndAdministrative,incomeBeforeTax,operatingCashflow,capitalExpenditures,cashflowFromFinancing,dividendPayout,changeInReceivables,changeInInventory,cashflowFromInvestment,totalAssets,totalLiabilities,totalCurrentAssets,totalCurrentLiabilities,cashAndShortTermInvestments,inventory,currentNetReceivables,propertyPlantEquipment,goodwill,intangibleAssets
Chevron,30-09-2009,46625000000,19414000000,5130000000,3846000000,14000000,27211000000,,,6188000000,6665000000,4074000000,-2836000000,1355000000,,132000000,-3522000000,1.62561E+11,71339000000,35541000000,25393000000,7568000000,6323000000,17070000000,94257000000,4619000000,4619000000
Chevron,31-12-2009,47778000000,14273000000,4923000000,3150000000,79000000,33505000000,603000000,1330000000,5821000000,7020000000,5355000000,-1270000000,1357000000,,857000000,-4649000000,1.64621E+11,72060000000,37216000000,26211000000,8716000000,5529000000,17703000000,96468000000,4618000000,4618000000
Chevron,31-03-2010,46944000000,15211000000,6435000000,4580000000,20000000,31733000000,0,1042000000,7650000000,7517000000,3967000000,-1431000000,1357000000,-129000000,-549000000,-7335000000,1.68932E+11,72880000000,40826000000,27566000000,7376000000,6078000000,17921000000,97347000000,4618000000,4618000000
Chevron,30-06-2010,51354000000,20750000000,11724000000,5444000000,17000000,30604000000,0,1136000000,8766000000,7603000000,4552000000,-1293000000,1437000000,62000000,167000000,-4249000000,1.71746E+11,71455000000,42394000000,26013000000,9396000000,5911000000,17893000000,98539000000,4618000000,4618000000
Chevron,30-09-2010,48476000000,19866000000,5640000000,3792000000,9000000,28610000000,0,1181000000,6873000000,7982000000,5589000000,-1246000000,1439000000,20000000,-226000000,-5307000000,1.77199E+11,74234000000,44483000000,26850000000,10995000000,6137000000,17994000000,1.01732E+11,4618000000,4618000000
Chevron,31-12-2010,52517000000,17065000000,7260000000,5320000000,4000000,35452000000,526000000,1408000000,8766000000,8257000000,5504000000,-1200000000,1441000000,35000000,623000000,-4024000000,1.84769E+11,78958000000,48841000000,29012000000,14060000000,5493000000,20759000000,1.04504E+11,4617000000,4617000000
Chevron,31-03-2011,58654000000,23453000000,9435000000,6239000000,78000000,35201000000,0,1100000000,11122000000,9814000000,4645000000,-2425000000,1436000000,7000000,-766000000,-8347000000,1.94736E+11,83886000000,50851000000,33313000000,13149000000,6232000000,22078000000,1.11075E+11,4655000000,4655000000
Chevron,30-06-2011,67066000000,26307000000,16585000000,7760000000,77000000,40759000000,0,6460000000,13207000000,10690000000,7773000000,-2459000000,1556000000,-39000000,-1057000000,-8074000000,2.01717E+11,85287000000,54006000000,35220000000,13335000000,7286000000,23613000000,1.14754E+11,4654000000,4654000000
Chevron,30-09-2011,62205000000,24605000000,11113000000,7857000000,72000000,37600000000,0,6493000000,13340000000,11522000000,6775000000,-4509000000,1549000000,-11000000,904000000,-6060000000,2.04099E+11,82423000000,53025000000,32338000000,14229000000,6072000000,20878000000,1.18377E+11,4654000000,4654000000
Chevron,31-12-2011,58418000000,-7679000000,313000000,5152000000,61000000,66097000000,627000000,14371000000,9965000000,9072000000,7307000000,-2379000000,1598000000,-107000000,515000000,-5008000000,2.09474E+11,87293000000,53234000000,33600000000,15864000000,5543000000,21793000000,1.22608E+11,4642000000,4642000000
Chevron,31-03-2012,58896000000,19638000000,10260000000,6499000000,59000000,39258000000,0,6123000000,12069000000,8387000000,5895000000,-3461000000,1590000000,-15000000,-1847000000,-1973000000,2.1489E+11,88564000000,55222000000,34257000000,18871000000,7347000000,22005000000,1.24798E+11,4641000000,4641000000
Chevron,30-06-2012,59780000000,19724000000,9527000000,7232000000,59000000,40056000000,0,6670000000,12355000000,9915000000,7067000000,-1965000000,1758000000,-125000000,488000000,-5506000000,2.19379E+11,88090000000,56008000000,32656000000,21209000000,7186000000,20711000000,1.29047E+11,4641000000,4641000000
Chevron,30-09-2012,55660000000,18308000000,7548000000,5308000000,58000000,37352000000,0,7046000000,9932000000,7730000000,7490000000,-464000000,1751000000,-7000000,-709000000,-7242000000,2.26864E+11,92642000000,58465000000,35669000000,21313000000,7995000000,21464000000,1.32752E+11,4640000000,4640000000
Chevron,31-12-2012,54307000000,6935000000,5731000000,7297000000,66000000,47372000000,648000000,15115000000,11976000000,12780000000,10486000000,-3090000000,1745000000,-22000000,1835000000,-10075000000,2.32982E+11,95150000000,55720000000,34212000000,20939000000,6144000000,20997000000,1.41348E+11,4640000000,4640000000
Chevron,31-03-2013,54296000000,17905000000,7761000000,6239000000,56000000,36391000000,0,998000000,10283000000,5714000000,8192000000,-805000000,1735000000,-66000000,-520000000,-8459000000,2.3741E+11,95924000000,54696000000,34685000000,17374000000,6664000000,21969000000,1.45973E+11,4640000000,4640000000
Chevron,30-06-2013,55307000000,17622000000,6527000000,5404000000,53000000,37685000000,0,1139000000,8589000000,8520000000,8573000000,2841000000,1921000000,10000000,-759000000,-8012000000,2.44048E+11,99884000000,56104000000,33413000000,20630000000,7423000000,20273000000,1.50592E+11,4640000000,4640000000
Chevron,30-09-2013,56603000000,18123000000,6935000000,4996000000,87000000,38480000000,0,1197000000,8835000000,10316000000,9607000000,-4594000000,1915000000,-108000000,530000000,-9307000000,2.47838E+11,1.01765E+11,53503000000,33470000000,17014000000,6893000000,21641000000,1.56932E+11,4640000000,4640000000
Chevron,31-12-2013,53950000000,17624000000,5990000000,4958000000,88000000,36326000000,750000000,1176000000,8198000000,10452000000,11613000000,-1263000000,1903000000,347000000,512000000,-9831000000,2.53753E+11,1.03326E+11,50250000000,33018000000,16245000000,6380000000,21622000000,1.65409E+11,4639000000,4639000000
Chevron,31-03-2014,50978000000,16025000000,5641000000,4521000000,88000000,34953000000,0,927000000,7928000000,8417000000,8544000000,-461000000,1895000000,-32000000,-1098000000,-8580000000,2.58238E+11,1.06428E+11,49749000000,35652000000,15612000000,7472000000,20285000000,1.69871E+11,4639000000,4639000000
Chevron,30-06-2014,55583000000,17897000000,6672000000,5690000000,89000000,37686000000,0,1077000000,9027000000,7881000000,8931000000,-2371000000,2019000000,-164000000,263000000,-7198000000,2.62045E+11,1.07298E+11,48920000000,36328000000,13959000000,7215000000,21578000000,1.74054E+11,4621000000,4621000000
Chevron,30-09-2014,51822000000,17133000000,6006000000,5627000000,88000000,34689000000,0,1122000000,8863000000,8680000000,8264000000,-1019000000,2012000000,121000000,-96000000,-7373000000,2.65431E+11,1.08124E+11,47083000000,37088000000,14215000000,7304000000,19974000000,1.78297E+11,4621000000,4621000000
Chevron,31-12-2014,42111000000,12975000000,1407000000,3472000000,93000000,29136000000,707000000,1368000000,5384000000,6497000000,9668000000,-1148000000,2002000000,66000000,785000000,-6742000000,2.66026E+11,1.09835E+11,42232000000,31926000000,12785000000,6505000000,16736000000,1.83173E+11,4593000000,4593000000
Chevron,31-03-2015,32315000000,10711000000,662000000,2600000000,107000000,21604000000,0,944000000,2905000000,2319000000,7602000000,4160000000,1997000000,-23000000,-332000000,-6606000000,2.69604E+11,1.12603E+11,41270000000,29445000000,12675000000,6837000000,15239000000,1.86123E+11,4588000000,4588000000
Chevron,30-06-2015,36829000000,9330000000,-2165000000,608000000,122000000,27499000000,0,1170000000,1363000000,7220000000,7643000000,-3988000000,1997000000,-66000000,-279000000,-3715000000,2.66455E+11,1.10564E+11,40738000000,28268000000,12156000000,7116000000,16153000000,1.85654E+11,4588000000,4588000000
Chevron,30-09-2015,32767000000,11052000000,1236000000,2057000000,124000000,21715000000,0,1026000000,2784000000,5360000000,6810000000,1887000000,1999000000,-3000000,166000000,-6279000000,2.68449E+11,1.12511E+11,39819000000,30144000000,12933000000,6864000000,14240000000,1.88303E+11,4588000000,4588000000
Chevron,31-12-2015,28014000000,8044000000,-3443000000,-555000000,142000000,19970000000,601000000,1303000000,-2210000000,4557000000,7449000000,756000000,1999000000,33000000,530000000,-7208000000,2.6454E+11,1.10654E+11,34430000000,25467000000,11022000000,6334000000,12860000000,1.89845E+11,4588000000,4588000000
Chevron,31-03-2016,23070000000,7442000000,-2194000000,-707000000,156000000,15628000000,0,998000000,-1711000000,1141000000,5566000000,1911000000,2000000000,-68000000,-176000000,-5509000000,2.63842E+11,1.12366E+11,31713000000,29162000000,8562000000,6508000000,12459000000,1.91025E+11,4588000000,4588000000
Chevron,30-06-2016,27844000000,5845000000,-3429000000,-1463000000,79000000,21999000000,0,1033000000,-2070000000,2531000000,4469000000,830000000,2002000000,35000000,-43000000,-3157000000,2.61478E+11,1.13153E+11,32471000000,24927000000,8764000000,6427000000,13490000000,1.87901E+11,4581000000,4581000000
Chevron,30-09-2016,29159000000,9187000000,192000000,1301000000,64000000,19972000000,0,1109000000,1109000000,5311000000,4065000000,-1465000000,2005000000,-48000000,451000000,-5263000000,2.59863E+11,1.11911E+11,28873000000,24744000000,7351000000,5976000000,12522000000,1.87332E+11,4581000000,4581000000
Chevron,31-12-2016,30142000000,8963000000,-785000000,438000000,58000000,21179000000,476000000,1544000000,512000000,3863000000,4009000000,-1251000000,2025000000,-50000000,371000000,-2923000000,2.60078E+11,1.13356E+11,29619000000,31785000000,6988000000,5419000000,14092000000,1.86305E+11,4581000000,4581000000
Chevron,31-03-2017,31524000000,9824000000,1413000000,2699000000,51000000,21700000000,0,870000000,3129000000,3777000000,3315000000,-2684000000,2029000000,20000000,-550000000,-1473000000,2.59111E+11,1.11321E+11,29568000000,28426000000,6983000000,5921000000,13754000000,1.84648E+11,4543000000,4543000000
Chevron,30-06-2017,32877000000,9241000000,534000000,1466000000,48000000,23636000000,0,991000000,1953000000,4971000000,3224000000,-4451000000,2032000000,56000000,-154000000,-2628000000,2.54599E+11,1.07211E+11,26626000000,27956000000,4762000000,6075000000,13168000000,1.81969E+11,4543000000,4543000000
Chevron,30-09-2017,33892000000,10007000000,599000000,1986000000,35000000,23885000000,0,1238000000,2658000000,5497000000,3224000000,-2597000000,2032000000,-613000000,268000000,-933000000,2.5516E+11,1.07249E+11,29398000000,28223000000,6641000000,5761000000,14124000000,1.7902E+11,4531000000,4531000000
Chevron,31-12-2017,36381000000,10488000000,419000000,3118000000,173000000,25893000000,433000000,1349000000,1481000000,6230000000,3641000000,-4822000000,2039000000,169000000,169000000,-3286000000,2.53806E+11,1.04487E+11,28560000000,27737000000,4813000000,5585000000,15353000000,1.78352E+11,4531000000,4531000000
Chevron,31-03-2018,35968000000,10446000000,3520000000,3659000000,159000000,25522000000,0,723000000,5073000000,5043000000,2997000000,-613000000,2124000000,128000000,-543000000,-2889000000,2.56442E+11,1.04876E+11,31726000000,30630000000,6466000000,6128000000,15771000000,1.77046E+11,4531000000,4531000000
Chevron,30-06-2018,40491000000,11249000000,3479000000,3422000000,217000000,29242000000,0,1017000000,4905000000,6855000000,3226000000,-3054000000,2129000000,138000000,-532000000,-2542000000,2.57929E+11,1.04549E+11,34256000000,31862000000,7628000000,6644000000,16672000000,1.75481E+11,4518000000,4518000000
Chevron,30-09-2018,42105000000,12044000000,4157000000,4056000000,182000000,30061000000,0,1018000000,5699000000,9569000000,3578000000,-5276000000,2129000000,97000000,326000000,-2227000000,2.56606E+11,1.01933E+11,35583000000,29183000000,9686000000,6029000000,16788000000,1.72628E+11,4518000000,4518000000
Chevron,31-12-2018,40338000000,11166000000,3290000000,3723000000,190000000,29172000000,453000000,1080000000,4898000000,9151000000,3991000000,-4756000000,2120000000,55000000,325000000,-4632000000,2.53863E+11,98221000000,34021000000,27171000000,9342000000,5704000000,15050000000,1.7107E+11,4518000000,
Chevron,31-03-2019,34189000000,10392000000,3272000000,2642000000,225000000,23797000000,,984000000,3957000000,5057000000,2953000000,-3835000000,2244000000,66000000,-1098000000,-2028000000,2.56809E+11,1.00691E+11,33671000000,29951000000,8699000000,6723000000,14928000000,1.69386E+11,4507000000,
Chevron,30-06-2019,36323000000,11154000000,3703000000,4290000000,198000000,25169000000,,1076000000,5935000000,8783000000,3584000000,-5559000000,2250000000,167000000,220000000,-3240000000,2.55878E+11,98427000000,33087000000,28829000000,8513000000,6809000000,14383000000,1.68396E+11,4507000000,
Chevron,30-09-2019,34779000000,10536000000,3030000000,2580000000,197000000,24243000000,,954000000,4049000000,7817000000,3369000000,-1093000000,2237000000,193000000,858000000,-3568000000,2.56537E+11,99645000000,33988000000,30233000000,11697000000,5951000000,12966000000,1.67415E+11,4507000000,
Chevron,31-12-2019,34574000000,-1548000000,-9905000000,-6667000000,178000000,36122000000,500000000,1129000000,-8405000000,5657000000,4210000000,-9271000000,2228000000,76000000,27000000,-2622000000,2.37428E+11,92220000000,28329000000,26530000000,5686000000,5848000000,13325000000,3411000000,4463000000,
Chevron,31-03-2020,29705000000,9908000000,2609000000,3581000000,162000000,19797000000,,683000000,4145000000,4722000000,3133000000,1378000000,2402000000,239000000,-733000000,-3158000000,2.36677E+11,91763000000,28562000000,28235000000,8492000000,6574000000,10167000000,1.52209E+11,4454000000,
Chevron,30-06-2020,15926000000,1065000000,-7894000000,-8277000000,172000000,14861000000,,1569000000,-10597000000,80000000,2092000000,-733000000,2394000000,-190000000,1104000000,-1290000000,2.23403E+11,89017000000,23732000000,20825000000,6855000000,5511000000,8570000000,1.45642E+11,4416000000,
Chevron,30-09-2020,23997000000,6532000000,-112000000,-209000000,164000000,17465000000,,832000000,-44000000,3537000000,1630000000,-1696000000,2390000000,35000000,-170000000,-1827000000,2.23063E+11,91025000000,24803000000,19664000000,6866000000,5681000000,9722000000,1.44182E+11,4416000000,
Chevron,31-12-2020,24843000000,6970000000,-700000000,-656000000,199000000,17873000000,435000000,4213000000,-957000000,2238000000,2067000000,-2685000000,2465000000,212000000,83000000,-690000000,2.3979E+11,1.07064E+11,26078000000,22183000000,5596000000,5676000000,11471000000,1.60567E+11,4402000000,
Chevron,31-03-2021,31076000000,9222000000,1759000000,1398000000,198000000,21854000000,,2410000000,2177000000,4196000000,1746000000,-1053000000,2468000000,15000000,51000000,-1563000000,2.41645E+11,1.08712E+11,30433000000,27480000000,7076000000,5620000000,14118000000,1.55118E+11,4402000000,4402000000
Chevron,30-06-2021,36117000000,10966000000,3292000000,3094000000,185000000,25151000000,,7726000000,4422000000,6954000000,1797000000,-4945000000,2573000000,7000000,-522000000,-1572000000,2.42806E+11,1.08895E+11,32973000000,28147000000,7527000000,6239000000,15705000000,1.51208E+11,4402000000,
Chevron,30-09-2021,42552000000,14414000000,6171000000,6115000000,174000000,28138000000,,8185000000,8055000000,8579000000,1907000000,-8825000000,2571000000,-55000000,118000000,-1341000000,2.39948E+11,1.03226E+11,32137000000,25188000000,5998000000,6129000000,16567000000,1.49925E+11,4402000000,
Chevron,31-12-2021,45861000000,13707000000,4958000000,5082000000,155000000,32154000000,268000000,8643000000,6985000000,9458000000,2606000000,-8290000000,2567000000,54000000,-177000000,-1389000000,2.39535E+11,99595000000,33738000000,26791000000,5640000000,6795000000,18419000000,1.50629E+11,4385000000,
Chevron,31-03-2022,52314000000,15249000000,7195000000,6277000000,136000000,37065000000,,2969000000,9054000000,8055000000,1960000000,-1366000000,2746000000,86000000,-222000000,-665000000,2.49048E+11,1.01948E+11,44709000000,31203000000,11671000000,6525000000,23255000000,1.45215E+11,4374000000,
Chevron,30-06-2022,65372000000,20988000000,12729000000,11715000000,129000000,44384000000,,2426000000,16003000000,13782000000,3184000000,-8138000000,2766000000,,-567000000,-4964000000,2.57936E+11,1.03374E+11,51188000000,39121000000,12029000000,7715000000,26860000000,1.45232E+11,4663000000,
Chevron,30-09-2022,63508000000,20556000000,12009000000,11238000000,128000000,42952000000,,9300000000,14809000000,15267000000,2995000000,-9025000000,2743000000,-51000000,-1381000000,-2767000000,2.59735E+11,1.00108E+11,51503000000,36883000000,15164000000,9002000000,22466000000,1.44568E+11,4663000000,4663000000
Chevron,31-12-2022,54523000000,15085000000,8017000000,6353000000,123000000,39438000000,268000000,8755000000,9808000000,12498000000,3835000000,-6449000000,2713000000,32000000,1240000000,-12100000000,2.57709E+11,97467000000,50343000000,34208000000,17678000000,8247000000,20456000000,1.43591E+11,4722000000,4722000000
Chevron,31-03-2023,48842000000,15909000000,7721000000,-6600000000,115000000,32933000000,,1977000000,9519000000,7200000000,3000000000,-6600000000,2900000000,36000000,-985000000,-2807000000,2.55886E+11,23206000000,7408000000,33735000000,15668000000,9232000000,19021000000,1.43383E+11,4722000000,4722000000
Chevron,30-06-2023,47216000000,14711000000,6316000000,-6000000000,120000000,32505000000,,8265000000,7837000000,6300000000,3800000000,-8700000000,2800000000,97000000,34000000,-3944000000,2.51779E+11,2.51779E+11,9610000000,29847000000,9292000000,9198000000,19285000000,1.43738E+11,4722000000,4722000000
Chevron,30-09-2023,51922000000,15569000000,9059000000,6600000000,114000000,36353000000,,8574000000,8738000000,9700000000,4700000000,-8600000000,2900000000,,-185000000,-11161000000,2.63927E+11,97679000000,41732000000,33263000000,5797000000,9428000000,21993000000,1.53972E+11,4722000000,4722000000
Chevron,31-12-2023,48933000000,14202000000,5407000000,2243000000,120000000,34731000000,320000000,969000000,3490000000,12434000000,4361000000,-6167000000,2809000000,,816000000,-4071000000,2.61632E+11,99703000000,41128000000,32258000000,8178000000,8612000000,19921000000,,4722000000,
Chevron,31-03-2024,46580000000,14748000000,5952000000,5501000000,118000000,31832000000,,1010000000,7922000000,6828000000,3892000000,-4870000000,3003000000,,-1330000000,-3949000000,2.61651E+11,99995000000,40508000000,32940000000,6278000000,9942000000,20414000000,,4722000000,
Chevron,30-06-2024,49574000000,14703000000,5590000000,4443000000,113000000,34871000000,,1048000000,7036000000,6295000000,3898000000,-4567000000,2978000000,,-535000000,-3952000000,2.60644E+11,1.00381E+11,39369000000,34027000000,4008000000,10477000000,20752000000,,4722000000,
Chevron,30-09-2024,48926000000,14262000000,4959000000,4487000000,164000000,34664000000,,1191000000,6489000000,9674000000,4055000000,-5262000000,2933000000,,752000000,-3696000000,2.59232E+11,1.02202E+11,38187000000,35718000000,4699000000,9725000000,19591000000,1.47891E+11,4722000000,
Chevron,31-12-2024,48334000000,13213000000,2416000000,3259000000,199000000,35121000000,,1585000000,6059000000,8695000000,4338000000,-8784000000,2887000000,,539000000,2670000000,2.56938E+11,1.03781E+11,40911000000,38558000000,6781000000,9074000000,20684000000,1.53114E+11,4578000000,
Chevron,31-03-2025,47610000000,11360000000,-1845000000,3512000000,212000000,36250000000,,1221000000,5583000000,5189000000,3927000000,-1664000000,2984000000,,-201000000,-5614000000,2.56397E+11,1.06317E+11,38574000000,35702000000,4638000000,9167000000,19560000000,1.48124E+11,4568000000,
Chevron,30-06-2025,44375000000,5275000000,3974000000,2515000000,274000000,39100000000,,8947000000,4147000000,8576000000,3712000000,-5985000000,2934000000,,354000000,-3432000000,2.5082E+11,1.03562E+11,34691000000,34827000000,4061000000,8813000000,17663000000,,4568000000,
NextEra Energy,30-06-2005,2741000000,1348000000,346000000,203000000,140000000,1393000000,0,0,257000000,580000000,471000000,-63000000,136000000,,-32000000,-604000000,29971000000,21718000000,3390000000,4612000000,154000000,475000000,1077000000,21804000000,,
NextEra Energy,30-09-2005,3504000000,1678000000,559000000,339000000,150000000,1826000000,0,0,492000000,1722000000,297000000,-233000000,136000000,,8000000,-541000000,33644000000,25247000000,6031000000,7963000000,1102000000,467000000,1268000000,22142000000,,
NextEra Energy,31-12-2005,3164000000,1451000000,352000000,206000000,165000000,1713000000,0,0,249000000,-969000000,468000000,697000000,137000000,,-100000000,-300000000,33004000000,24505000000,4987000000,7267000000,530000000,567000000,1064000000,22463000000,,
NextEra Energy,31-03-2006,3584000000,1531000000,473000000,248000000,68000000,2053000000,0,0,328000000,-117000000,548000000,968000000,148000000,,-167000000,-1233000000,32836000000,23895000000,4022000000,6490000000,148000000,747000000,1096000000,23285000000,,
NextEra Energy,30-06-2006,3809000000,1635000000,435000000,238000000,75000000,2174000000,0,0,311000000,591000000,1567000000,333000000,148000000,,-30000000,-938000000,33764000000,24689000000,4367000000,6830000000,134000000,777000000,1372000000,23878000000,,
NextEra Energy,30-09-2006,4694000000,2038000000,872000000,524000000,179000000,2656000000,0,0,758000000,946000000,812000000,-186000000,149000000,,5000000,-735000000,34869000000,25289000000,4834000000,6163000000,159000000,772000000,1539000000,24249000000,,
NextEra Energy,31-12-2006,3623000000,1563000000,324000000,271000000,180000000,2060000000,0,0,288000000,1078000000,523000000,284000000,148000000,,-11000000,-901000000,35991000000,26061000000,4999000000,6493000000,620000000,785000000,1279000000,24499000000,,
NextEra Energy,31-03-2007,3075000000,1403000000,298000000,150000000,180000000,1672000000,0,0,156000000,1219000000,559000000,-760000000,163000000,,66000000,-853000000,35535000000,25664000000,3941000000,5953000000,226000000,719000000,1224000000,25171000000,,
NextEra Energy,30-06-2007,3929000000,1823000000,664000000,405000000,178000000,2106000000,0,0,532000000,631000000,339000000,852000000,163000000,,-95000000,-986000000,37343000000,27142000000,4701000000,6193000000,723000000,814000000,1433000000,25825000000,,
NextEra Energy,30-09-2007,4575000000,2132000000,900000000,533000000,194000000,2443000000,0,0,760000000,896000000,413000000,774000000,164000000,,3000000,-2043000000,39571000000,28956000000,4384000000,6872000000,350000000,868000000,1711000000,27714000000,,
NextEra Energy,31-12-2007,3684000000,1713000000,421000000,224000000,210000000,1971000000,0,0,232000000,847000000,546000000,-211000000,164000000,,12000000,-696000000,40123000000,29388000000,3779000000,5758000000,290000000,857000000,1496000000,28652000000,,
NextEra Energy,31-03-2008,3434000000,1708000000,443000000,249000000,199000000,1726000000,0,0,279000000,1317000000,649000000,184000000,178000000,,15000000,-1188000000,41330000000,30616000000,4279000000,5879000000,603000000,836000000,1327000000,29451000000,,
NextEra Energy,30-06-2008,3585000000,1621000000,313000000,209000000,195000000,1964000000,0,0,160000000,751000000,1747000000,412000000,178000000,,-248000000,-1342000000,43753000000,33139000000,5488000000,8347000000,424000000,1096000000,1680000000,30499000000,,
NextEra Energy,30-09-2008,5387000000,2659000000,1336000000,774000000,203000000,2728000000,0,0,1135000000,291000000,699000000,2204000000,179000000,,77000000,-1327000000,45478000000,33944000000,6308000000,8501000000,1592000000,1019000000,1727000000,31345000000,,
NextEra Energy,31-12-2008,4003000000,2009000000,706000000,407000000,813000000,1994000000,0,0,515000000,1044000000,577000000,-150000000,179000000,,50000000,-1951000000,44821000000,33140000000,5392000000,7689000000,535000000,968000000,1443000000,32411000000,,
NextEra Energy,31-03-2009,3705000000,1894000000,583000000,364000000,211000000,1811000000,0,0,383000000,1043000000,654000000,-206000000,191000000,,97000000,-1096000000,45304000000,33305000000,5154000000,6643000000,276000000,871000000,1281000000,33053000000,,
NextEra Energy,30-06-2009,3811000000,2014000000,605000000,370000000,215000000,1797000000,0,0,441000000,1101000000,621000000,224000000,191000000,,-35000000,-1325000000,46404000000,34160000000,4869000000,6450000000,276000000,906000000,1448000000,34197000000,0,0
NextEra Energy,30-09-2009,4473000000,2309000000,849000000,533000000,204000000,2164000000,0,0,715000000,1182000000,881000000,303000000,192000000,,12000000,-1597000000,47155000000,34423000000,4176000000,6557000000,164000000,884000000,1594000000,35216000000,0,0
NextEra Energy,31-12-2009,3655000000,2023000000,557000000,348000000,218000000,1632000000,0,0,403000000,1137000000,782000000,854000000,192000000,,11000000,-1917000000,48458000000,35491000000,4337000000,6449000000,238000000,877000000,1431000000,36078000000,0,0
NextEra Energy,31-03-2010,3622000000,2273000000,939000000,556000000,238000000,1349000000,0,0,770000000,896000000,846000000,1442000000,204000000,,26000000,-1361000000,50942000000,37606000000,5557000000,7782000000,1215000000,852000000,1174000000,36854000000,0,0
NextEra Energy,30-06-2010,3591000000,2136000000,709000000,417000000,247000000,1455000000,0,0,494000000,852000000,743000000,-316000000,206000000,,25000000,-922000000,51209000000,37680000000,5299000000,7126000000,829000000,826000000,1485000000,37578000000,0,0
NextEra Energy,30-09-2010,4691000000,2700000000,1125000000,721000000,247000000,1991000000,0,0,960000000,1021000000,663000000,214000000,206000000,,-68000000,-1273000000,52734000000,38583000000,5776000000,7187000000,791000000,895000000,1595000000,38301000000,0,0
NextEra Energy,31-12-2010,3413000000,1966000000,470000000,263000000,247000000,1447000000,0,0,263000000,1065000000,695000000,174000000,207000000,,39000000,-1728000000,52994000000,38533000000,5258000000,6904000000,302000000,857000000,1509000000,39075000000,0,0
NextEra Energy,31-03-2011,3134000000,1730000000,428000000,268000000,254000000,1404000000,0,0,236000000,983000000,811000000,217000000,229000000,,-18000000,-1077000000,53257000000,38658000000,4519000000,6739000000,425000000,875000000,2002000000,39937000000,0,0
NextEra Energy,30-06-2011,3961000000,2404000000,907000000,580000000,256000000,1557000000,0,0,727000000,1008000000,975000000,136000000,230000000,,-196000000,-1282000000,54557000000,39651000000,4813000000,6389000000,287000000,1072000000,2133000000,40854000000,0,0
NextEra Energy,30-09-2011,4382000000,2471000000,911000000,407000000,265000000,1911000000,0,0,565000000,1126000000,877000000,1290000000,230000000,,-55000000,-2063000000,56585000000,41698000000,6252000000,7419000000,640000000,1045000000,2237000000,41117000000,0,0
NextEra Energy,31-12-2011,3865000000,2481000000,1132000000,667000000,260000000,1384000000,0,0,923000000,957000000,1364000000,-363000000,231000000,,-39000000,-857000000,57019000000,42076000000,4872000000,6719000000,377000000,1074000000,1372000000,42490000000,0,0
NextEra Energy,31-03-2012,3371000000,1414000000,803000000,461000000,265000000,1957000000,0,0,618000000,558000000,1274000000,1058000000,248000000,,-18000000,-1995000000,59207000000,43984000000,5094000000,8005000000,275000000,1092000000,1837000000,43968000000,0,0
NextEra Energy,30-06-2012,3667000000,1636000000,1000000000,607000000,270000000,2031000000,0,0,850000000,1370000000,1300000000,953000000,252000000,,12000000,-2026000000,60390000000,44602000000,4854000000,7643000000,295000000,1082000000,2008000000,45495000000,0,0
NextEra Energy,30-09-2012,3843000000,1541000000,742000000,414000000,259000000,2302000000,0,0,569000000,1229000000,1090000000,1202000000,252000000,,27000000,-2480000000,62049000000,46163000000,4437000000,7875000000,246000000,1055000000,2122000000,47693000000,0,0
NextEra Energy,31-12-2012,3375000000,-958000000,661000000,429000000,243000000,4333000000,0,0,568000000,835000000,1206000000,1675000000,252000000,,-20000000,-2427000000,64439000000,48370000000,5237000000,8729000000,329000000,1073000000,1487000000,49413000000,151000000,239000000
NextEra Energy,31-03-2013,3279000000,1458000000,434000000,272000000,272000000,1821000000,0,0,185000000,1082000000,895000000,382000000,279000000,,-25000000,-1578000000,63843000000,47641000000,4045000000,8776000000,215000000,1098000000,1759000000,49824000000,0,0
NextEra Energy,30-06-2013,3833000000,1807000000,981000000,611000000,266000000,2026000000,0,326000000,821000000,1168000000,749000000,235000000,278000000,,-22000000,-1207000000,65217000000,48616000000,4735000000,8867000000,411000000,1120000000,2120000000,50460000000,0,0
NextEra Energy,30-09-2013,4394000000,2138000000,1185000000,698000000,288000000,2256000000,0,348000000,995000000,1140000000,771000000,488000000,279000000,,-22000000,-1481000000,67166000000,49757000000,5472000000,9213000000,558000000,1142000000,1888000000,51399000000,0,0
NextEra Energy,31-12-2013,3630000000,1582000000,640000000,327000000,296000000,2048000000,0,0,451000000,1712000000,813000000,25000000,286000000,,-12000000,-1857000000,69306000000,51266000000,5842000000,9189000000,438000000,1153000000,1777000000,52720000000,149000000,234000000
NextEra Energy,31-03-2014,3674000000,1521000000,738000000,430000000,319000000,2153000000,0,320000000,583000000,1017000000,1114000000,875000000,315000000,-90000000,9000000,-1842000000,70331000000,52171000000,6141000000,10292000000,488000000,1148000000,2551000000,53306000000,0,0
NextEra Energy,30-06-2014,4029000000,1888000000,951000000,491000000,305000000,2141000000,0,323000000,784000000,1431000000,689000000,-34000000,315000000,-61000000,-29000000,-1263000000,71590000000,53161000000,6099000000,9690000000,622000000,1178000000,2292000000,54031000000,0,0
